t,v_mps,v_kph,acc_mps2,P_req_shaft_W,P_brake_avail_shaft_W,P_engine_mech_W,P_motor_mech_W,P_batt_W,SOC,engine_on,fuel_total_L
72.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5531147596988512,False,0.0
73.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5525186776110176,False,0.0
74.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.551922595523184,False,0.0
75.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5513265134353504,False,0.0
76.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5507304313475169,False,0.0
77.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5501343492596833,False,0.0
78.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5495382671718497,False,0.0
79.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5489421850840162,False,0.0
80.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5483461029961826,False,0.0
81.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5477500209083491,False,0.0
82.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5471539388205156,False,0.0
83.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.546557856732682,False,0.0
84.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5459617746448484,False,0.0
85.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5453656925570148,False,0.0
86.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5447696104691813,False,0.0
87.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5441735283813477,False,0.0
88.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5435774462935141,False,0.0
89.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5429813642056806,False,0.0
90.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.542385282117847,False,0.0
91.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5417892000300134,False,0.0
92.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5411931179421798,False,0.0
93.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5405970358543463,False,0.0
94.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5400009537665127,False,0.0
95.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5394048716786791,False,0.0
96.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5388087895908455,False,0.0
97.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.538212707503012,False,0.0
98.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5376166254151784,False,0.0
99.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.537020543327345,False,0.0
100.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5364244612395114,False,0.0
101.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5358283791516778,False,0.0
102.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5352322970638442,False,0.0
103.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5346362149760107,False,0.0
104.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5340401328881771,False,0.0
105.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5334440508003435,False,0.0
106.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.53284796871251,False,0.0
107.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5322518866246764,False,0.0
108.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5316558045368428,False,0.0
109.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5310597224490092,False,0.0
110.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5304636403611757,False,0.0
111.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5298675582733421,False,0.0
112.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5292714761855085,False,0.0
113.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5286753940976749,False,0.0
114.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5280793120098414,False,0.0
115.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5274832299220078,False,0.0
116.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5268871478341742,False,0.0
117.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5262910657463408,False,0.0
118.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5256949836585072,False,0.0
119.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.5250989015706736,False,0.0
120.0,8.333333333333334,30.000000000000004,0.0,1406.6345108695655,0.0,0.0,1406.6345108695655,1528.950555293006,0.52450281948284,False,0.0
121.0,8.055555555555555,29.0,-0.27777777777777857,0.0,2264.579747886484,0.0,0.0,0.0,0.52450281948284,False,0.0
122.0,7.777777777777778,28.0,-0.2777777777777777,0.0,2200.392971539591,0.0,0.0,0.0,0.52450281948284,False,0.0
123.0,7.5,27.0,-0.2777777777777777,0.0,2134.7428077741006,0.0,0.0,0.0,0.52450281948284,False,0.0
124.0,7.222222222222222,26.0,-0.2777777777777777,0.0,2067.6815204263794,0.0,0.0,0.0,0.52450281948284,False,0.0
125.0,6.944444444444445,25.0,-0.2777777777777777,0.0,1999.261373332807,0.0,0.0,0.0,0.52450281948284,False,0.0
126.0,6.666666666666666,24.0,-0.27777777777777857,0.0,1929.534630329771,0.0,0.0,0.0,0.52450281948284,False,0.0
127.0,6.388888888888888,23.0,-0.2777777777777777,0.0,1858.5535552536219,0.0,0.0,0.0,0.52450281948284,False,0.0
128.0,6.111111111111111,22.0,-0.2777777777777777,0.0,1786.370411940767,0.0,0.0,0.0,0.52450281948284,False,0.0
129.0,5.833333333333333,21.0,-0.2777777777777777,0.0,1713.037464227577,0.0,0.0,0.0,0.52450281948284,False,0.0
130.0,5.555555555555555,20.0,-0.2777777777777777,0.0,1638.6069759504294,0.0,0.0,0.0,0.52450281948284,False,0.0
131.0,5.277777777777778,19.0,-0.2777777777777777,0.0,1563.1312109457033,0.0,0.0,0.0,0.52450281948284,False,0.0
132.0,5.0,18.0,-0.2777777777777777,0.0,1486.6624330497784,0.0,0.0,0.0,0.52450281948284,False,0.0
133.0,4.722222222222222,17.0,-0.2777777777777777,0.0,1409.2529060990328,0.0,0.0,0.0,0.52450281948284,False,0.0
134.0,4.444444444444445,16.0,-0.2777777777777777,0.0,1330.9548939298456,0.0,0.0,0.0,0.52450281948284,False,0.0
135.0,4.166666666666667,15.000000000000002,-0.2777777777777777,0.0,1251.8206603785961,0.0,0.0,0.0,0.52450281948284,False,0.0
136.0,3.888888888888889,14.0,-0.2777777777777781,0.0,1171.9024692816654,0.0,0.0,0.0,0.52450281948284,False,0.0
137.0,3.611111111111111,13.0,-0.2777777777777777,0.0,1091.2525844754243,0.0,0.0,0.0,0.52450281948284,False,0.0
138.0,3.333333333333333,12.0,-0.2777777777777781,0.0,1009.9232697962628,0.0,0.0,0.0,0.52450281948284,False,0.0
139.0,3.0555555555555554,11.0,-0.2777777777777777,0.0,927.9667890805497,0.0,0.0,0.0,0.52450281948284,False,0.0
140.0,2.7777777777777777,10.0,-0.2777777777777777,0.0,845.4354061646706,0.0,0.0,0.0,0.52450281948284,False,0.0
141.0,2.5,9.0,-0.2777777777777777,0.0,762.3813848850024,0.0,0.0,0.0,0.52450281948284,False,0.0
142.0,2.2222222222222223,8.0,-0.2777777777777777,0.0,678.8569890779245,0.0,0.0,0.0,0.52450281948284,False,0.0
143.0,1.9444444444444444,7.0,-0.2777777777777779,0.0,594.9144825798154,0.0,0.0,0.0,0.52450281948284,False,0.0
144.0,1.6666666666666665,6.0,-0.2777777777777779,0.0,510.60612922705343,0.0,0.0,0.0,0.52450281948284,False,0.0
145.0,1.3888888888888888,5.0,-0.2777777777777777,0.0,425.98419285601733,0.0,0.0,0.0,0.52450281948284,False,0.0
146.0,1.1111111111111112,4.0,-0.2777777777777777,0.0,341.1009373030874,0.0,0.0,0.0,0.52450281948284,False,0.0
147.0,0.8333333333333333,3.0,-0.2777777777777779,0.0,256.00862640464203,0.0,0.0,0.0,0.52450281948284,False,0.0
148.0,0.5555555555555556,2.0,-0.2777777777777777,0.0,170.75952399705935,0.0,0.0,0.0,0.52450281948284,False,0.0
149.0,0.2777777777777778,1.0,-0.2777777777777778,0.0,85.40589391671917,0.0,0.0,0.0,0.52450281948284,False,0.0
150.0,0.0,0.0,-0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52450281948284,False,0.0
